n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2
0.15,0.10,0.05,0.00,0.67,0.32,0.10,0.00,0.00,0.64,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.36,0.00
0.13,0.00,0.00,0.08,0.60,0.31,0.11,0.14,0.00,0.43,0.25,0.02,0.00,0.39,0.00,0.00,0.14,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.08,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.41,0.03
0.00,0.11,0.00,0.22,0.00,0.37,0.00,0.21,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.14,0.34,0.75,0.18,0.00,0.00,0.10,0.00,0.07,0.34,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
0.00,0.00,0.03,0.00,0.00,0.47,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.56,0.00,0.13,0.00,0.21,0.00,0.13,0.35,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.12
0.00,0.00,0.11,0.61,0.00,0.42,0.70,0.24,0.86,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.09,0.14,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07
0.19,0.00,0.00,0.81,0.00,0.43,0.73,0.03,0.98,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00
0.64,0.00,0.00,0.84,0.00,0.53,0.43,0.00,0.72,0.00,0.11,0.00,0.00,0.00,0.00,0.08,0.00,0.23,0.00,0.00,0.18,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00
0.41,0.00,0.55,1.05,0.18,0.52,0.07,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.33,0.00,0.00,0.17,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.12,0.00,0.00
0.15,0.04,0.58,0.92,0.22,0.57,0.51,0.24,0.65,0.01,0.00,0.12,0.19,0.00,0.00,0.00,0.05,0.12,0.39,0.00,0.09,0.00,0.00,0.00,0.20,0.00,0.00,0.07,0.00,0.00,0.00,0.00,1.02,0.34,0.00,0.00
0.00,0.00,0.50,0.67,0.13,0.49,0.46,0.22,0.47,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.54,0.45,0.19,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.11,0.07,0.00,0.00
0.00,0.00,0.17,0.00,0.00,0.20,0.00,0.30,0.36,0.00,0.32,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.75,0.42,0.00,0.00,0.03,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.00
0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.55,0.22,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.43,0.42,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.50,0.00
0.00,0.00,0.00,0.24,0.00,0.14,0.00,0.41,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.11,0.51,0.38,0.00,0.00,0.00,0.00,0.33,0.00,0.17,0.00,0.87,0.00,0.28,0.00
0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.26,0.00,0.46,0.00,0.63,0.24,0.63,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.85,0.00,0.00,0.00
0.11,0.22,0.33,0.44,0.00,0.00,0.00,0.61,0.25,0.00,0.00,0.26,0.37,0.00,0.00,0.00,0.37,0.00,0.86,0.00,0.74,0.56,0.00,0.16,0.02,0.00,0.05,0.00,0.00,0.00,0.55,0.00,0.74,0.00,0.08,0.58
0.18,0.00,0.50,0.67,0.37,0.38,0.00,0.75,0.13,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.56,0.71,0.00,0.00,0.05,0.00,0.15,0.00,0.41,0.00,0.61,0.03,0.64,0.13,0.38,0.48
0.00,0.00,0.37,0.74,0.59,0.26,0.00,0.64,0.16,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.31,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.29,0.49,0.52,0.12,1.35,0.00
0.07,0.00,0.40,0.75,0.73,0.02,0.00,0.00,0.06,0.16,0.02,0.35,0.03,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.47,0.44,0.00,0.03,1.35,0.00
0.85,0.21,0.42,0.01,0.80,0.18,0.00,0.00,0.00,0.00,0.13,0.14,0.03,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.52,0.03,0.00,0.00,0.00,0.10,0.00,0.00,0.19,0.00,0.00,0.00,0.90,0.00
1.11,0.51,0.44,0.08,0.79,0.36,0.00,0.00,0.06,0.09,0.00,0.00,0.08,0.00,0.00,0.48,0.66,0.01,0.00,0.00,0.00,0.11,0.51,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00
1.02,0.46,0.51,0.23,0.45,0.21,0.00,0.14,0.19,0.12,0.00,0.00,0.00,0.00,0.00,0.56,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
0.74,0.00,0.46,0.53,0.43,0.00,0.05,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.05,0.35,0.00,0.00,0.00,0.16,0.00,0.00,0.73,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00
0.60,0.00,0.29,0.59,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.08,0.11,0.00,0.00,0.16,0.17,0.00,0.00,0.00,0.16,0.00,0.41,0.24,0.00,0.27,0.04,0.00,0.00,0.00,0.05,0.00,0.00,0.27,0.00
0.72,0.18,0.00,0.83,0.61,0.00,0.00,0.02,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.21,0.00,0.32,0.00,0.00,0.00,0.33,0.53,0.17,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.06,0.00
0.84,0.00,0.00,1.14,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.27,0.05,0.22,0.00,0.00,0.00,0.77,0.79,0.00,0.41,0.32,0.00,0.00,0.02,0.00,0.00,0.42,0.00,0.00,0.00,0.00
0.42,0.00,0.00,1.13,0.03,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.26,0.42,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.71,0.49,0.34,0.00,0.12,0.00,0.00,0.00,0.00,0.14,0.12,0.17,0.00,0.37,0.00
0.00,0.78,0.30,1.09,0.00,0.00,0.14,0.04,0.42,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.25,0.00,0.00,0.25,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.34,0.03
0.00,1.21,0.41,1.20,0.00,0.00,0.00,0.13,0.35,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
0.23,1.14,0.20,1.28,0.00,0.00,0.01,0.11,0.08,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.42,0.00,0.00,0.00,0.07,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.36,0.14,0.38
0.57,1.15,0.00,1.31,0.00,0.17,0.69,0.31,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.21,0.00,0.10,0.14,0.47,0.40,0.17
0.63,1.11,0.00,1.37,0.22,0.26,0.67,0.14,0.17,0.36,0.59,0.00,0.00,0.00,0.00,0.00,0.73,0.37,0.00,0.30,0.08,0.00,0.00,0.00,0.32,0.12,0.00,0.00,0.00,0.08,0.00,0.36,0.21,0.40,0.04,0.00
0.95,0.94,0.16,1.27,0.21,0.22,0.43,0.30,0.19,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.94,0.63,0.16,0.40,0.01,0.00,0.52,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.13
1.07,0.39,0.28,0.00,0.00,0.43,0.00,0.38,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,1.10,0.56,0.22,0.14,0.00,0.00,0.41,0.00,0.39,0.00,0.00,0.00,0.00,0.26,0.02,0.00,0.00,0.00,0.00,0.33
0.82,0.61,0.06,0.00,0.00,0.70,0.32,0.14,0.16,0.25,0.19,0.07,0.22,0.00,0.00,0.00,0.98,0.38,0.05,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.01,0.30,0.34
0.67,0.34,0.00,0.00,0.00,0.45,0.00,0.17,0.15,0.22,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.06,0.20,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.41
0.00,0.00,0.00,0.00,0.00,0.12,0.27,0.14,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.52,0.41,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.43
0.00,0.00,0.00,0.32,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.57,0.00,0.00,0.30,0.79,0.78,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54
0.16,0.00,0.00,0.51,0.11,0.00,0.00,0.17,0.01,0.00,0.00,0.00,0.00,0.00,0.67,0.02,0.11,0.28,0.36,0.21,0.00,0.00,1.04,0.74,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.10,0.00,0.67
0.13,0.09,0.09,0.47,0.45,0.00,0.00,0.18,0.83,0.00,0.18,0.14,0.00,0.00,0.50,0.08,0.22,0.22,0.00,0.00,0.00,0.00,0.99,0.80,0.23,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.73
0.00,0.00,0.12,0.00,0.32,0.00,0.00,0.00,0.98,0.00,0.19,0.05,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.89,0.83,0.48,0.00,0.00,0.11,0.07,0.38,0.00,0.00,0.00,0.00,0.15,0.76
0.00,0.00,0.09,0.00,0.22,0.00,0.00,0.00,0.80,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.31,0.00,0.00,0.00,0.72,0.02,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.58,0.70
0.30,0.00,0.00,0.33,0.00,0.05,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.58
0.71,0.00,0.00,0.38,0.00,0.00,0.08,0.00,0.60,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.06,0.00,0.23,0.35,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.32,0.58
0.45,0.00,0.00,0.47,0.00,0.12,0.00,0.06,0.40,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.05,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.15,0.34,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.67,0.71
0.00,0.00,0.64,0.90,0.00,0.05,0.00,0.16,0.32,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.42,0.74
0.00,0.00,0.81,1.05,0.00,0.00,0.15,0.11,0.36,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.66
0.00,0.00,0.47,1.11,0.00,0.00,0.27,0.10,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54
0.13,0.00,0.00,1.13,0.30,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.46,0.00,0.41,0.00,0.00,0.00,0.31,0.04,0.02,0.09,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.30,0.00,0.00,0.00
0.23,0.00,0.00,1.01,0.00,0.36,0.00,0.00,0.65,0.00,0.00,0.00,0.46,0.00,0.56,0.22,0.18,0.02,0.00,0.16,0.00,0.27,0.00,0.51,0.33,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.28,0.25
0.13,0.00,0.46,0.75,0.00,0.60,0.00,0.00,0.38,0.00,0.28,0.00,0.00,0.00,0.41,0.00,0.15,0.50,0.00,0.22,0.01,0.11,0.54,0.56,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53
0.00,0.00,0.38,0.00,0.00,0.98,0.07,0.00,0.08,0.00,0.59,0.00,0.00,0.00,0.08,0.00,0.00,0.56,0.22,0.11,0.21,0.00,0.74,0.52,0.00,0.00,0.29,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44
0.00,0.00,0.00,0.13,0.11,1.08,0.25,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.07,0.66,0.43,0.15,0.00,0.23,0.36,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.36
0.20,0.00,0.00,0.00,0.14,0.92,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.09,0.00,0.15,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.36
0.34,0.28,0.00,0.28,0.21,0.71,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.67,0.00,0.23,0.22,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00
0.43,0.36,0.00,0.42,0.70,0.65,0.12,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.26,0.34,0.00,0.52,0.00,0.00,0.02,0.00,0.00,0.17,0.00,0.21,0.00,0.00,0.06,0.09,0.00,0.00,0.00,0.00,0.42,0.00
0.31,0.00,0.00,0.55,0.74,0.76,0.19,0.10,0.08,0.00,0.00,0.15,0.00,0.00,0.51,0.09,0.00,0.54,0.01,0.00,0.00,0.00,0.00,0.29,0.11,0.00,0.00,0.00,0.00,0.11,0.00,0.01,0.07,0.00,0.17,0.00
0.00,0.00,0.00,0.71,0.69,0.72,0.29,0.00,0.00,0.08,0.00,0.34,0.00,0.00,0.23,0.00,0.00,0.51,0.12,0.00,0.00,0.27,0.00,0.34,0.12,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.26,0.07,0.00,0.21
0.18,0.44,0.00,0.80,0.91,0.70,0.00,0.00,0.00,0.30,0.00,0.51,0.00,0.00,0.00,0.00,0.18,0.39,0.00,0.10,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.24
0.05,0.65,0.38,0.91,1.26,0.60,0.18,0.24,0.32,0.00,0.24,0.56,0.00,0.29,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.10,0.00,0.00
0.11,0.57,0.55,1.00,1.31,0.46,0.03,0.66,0.53,0.00,0.21,0.35,0.00,0.07,0.08,0.10,0.30,0.14,0.08,0.00,0.00,0.08,0.00,0.00,0.58,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.10,0.00
0.20,0.10,0.52,1.15,1.36,0.00,0.00,0.44,0.45,0.00,0.23,0.12,0.00,0.09,0.31,0.35,0.37,0.23,0.22,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.43,0.00
0.44,0.00,0.37,1.27,1.26,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.20,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.20,0.42,0.23,0.00
0.20,0.00,0.27,1.24,1.23,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.21,0.09,0.15,0.31,0.00,0.00,0.78,0.37,0.36,0.00
0.00,0.02,0.24,1.22,1.25,0.28,0.00,0.00,0.00,0.03,0.00,0.24,0.17,0.00,0.20,0.00,0.00,0.26,0.07,0.00,0.00,0.00,0.00,0.19,0.04,0.00,0.13,0.26,0.00,0.46,0.00,0.00,0.80,0.00,0.32,0.00
0.00,0.00,0.50,1.14,1.06,0.43,0.26,0.00,0.00,0.00,0.00,0.01,0.27,0.00,0.03,0.00,0.28,0.31,0.27,0.00,0.00,0.17,0.00,0.24,0.42,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.40,0.00,0.56,0.00
0.00,0.11,0.74,0.00,0.00,0.30,0.56,0.00,0.29,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.19,0.00,0.00,0.00,0.10,0.00,0.03,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.19,0.00,0.42,0.00
0.39,0.00,0.64,0.17,0.34,0.10,0.82,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.49,0.00,0.34,0.05,0.02,0.00,0.99,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.42,0.00,1.00,0.10,0.00,0.00,0.19,0.01,0.00,0.08,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00
0.42,0.07,0.00,0.34,0.00,0.00,1.00,0.00,0.45,0.16,0.00,0.00,0.00,0.18,0.14,0.11,0.82,0.00,0.00,0.00,0.57,0.53,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.22,0.16,0.00
0.59,0.00,0.00,0.52,0.00,0.00,0.94,0.65,0.46,0.00,0.00,0.36,0.00,0.20,0.00,0.33,0.00,0.00,0.00,0.00,0.47,0.57,0.89,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.09,0.00,0.14,0.00
0.52,0.10,0.00,0.57,0.00,0.00,0.87,0.58,0.67,0.00,0.27,0.21,0.04,0.00,0.00,0.00,0.04,0.29,0.21,0.00,0.11,0.38,1.00,0.00,0.83,0.04,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.01,0.17
0.13,0.08,0.22,0.41,0.05,0.08,0.00,0.00,0.85,0.00,0.39,0.00,0.00,0.00,0.62,0.00,0.17,0.56,0.00,0.00,0.00,0.00,0.75,0.34,0.84,0.00,0.29,0.00,0.00,0.11,0.13,0.00,0.00,0.00,0.00,0.31
0.00,0.16,0.32,0.19,0.15,0.00,0.00,0.11,0.71,0.00,0.15,0.00,0.00,0.00,0.55,0.00,0.32,0.71,0.00,0.14,0.00,0.00,0.00,0.51,0.77,0.00,0.50,0.38,0.00,0.00,0.00,0.42,0.02,0.00,0.78,0.50
0.00,0.45,0.59,0.30,0.06,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.52,0.85,0.00,0.53,0.00,0.00,0.00,0.00,0.56,0.26,0.00,1.26,0.79
0.00,0.00,0.58,0.00,0.00,0.00,0.24,0.00,0.49,0.00,0.35,0.24,0.00,0.00,0.00,0.00,0.16,0.18,0.37,0.00,0.00,0.00,0.67,0.99,0.63,0.00,0.56,0.00,0.00,0.00,0.00,0.18,0.05,0.05,1.21,0.59
0.00,0.00,0.57,0.00,0.42,0.23,0.03,0.00,0.00,0.00,0.06,0.26,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.03,0.44,1.71,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.17,0.29
0.00,0.00,0.72,0.00,0.23,0.36,0.00,0.00,0.29,0.07,0.00,0.15,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.38,0.00,0.00,0.00,0.37,0.06,0.00,0.00,0.95,0.00
0.29,0.00,0.74,0.00,0.00,0.15,0.00,0.00,0.22,0.26,0.26,0.00,0.00,0.00,0.00,0.19,0.28,0.00,0.00,0.00,0.00,0.00,0.04,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.25,0.00,0.00,0.00,0.00
0.93,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.34,1.20,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.18,0.12,0.00,0.00
1.57,0.00,0.58,0.16,0.00,0.03,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.05,1.15,0.00,0.00,0.00,0.00,0.00,0.42,0.21,0.00,0.36,0.03,0.03,0.00
2.04,0.00,0.48,0.50,0.11,0.00,0.47,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.26,0.00,0.05,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.12,0.00
2.17,0.00,0.00,0.19,0.72,0.00,0.58,0.10,0.44,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.39,0.52,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.07,0.00,0.00,0.00,0.03,0.00,0.00,0.14,0.29,0.00
2.15,0.00,0.00,0.28,0.74,0.00,0.77,0.27,0.88,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.41,0.71,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.09,0.66,0.00,0.12,0.06,0.10,0.09,0.19,0.00,0.68,0.23
2.09,0.00,0.00,0.60,0.38,0.00,1.17,0.00,0.87,0.00,0.00,0.33,0.00,0.00,0.15,0.00,0.21,0.69,0.00,0.42,0.00,0.21,0.00,1.17,0.13,0.00,0.51,0.00,0.28,0.08,0.00,0.00,0.12,0.00,0.53,0.19
1.85,0.17,0.00,0.21,0.03,0.00,1.29,0.00,0.72,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.61,0.36,0.55,0.00,0.40,0.00,1.01,0.00,0.07,0.15,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
1.77,0.40,0.00,0.00,0.12,0.00,1.36,0.00,0.70,0.01,0.02,0.48,0.00,0.00,0.00,0.37,0.00,0.67,0.00,0.63,0.00,0.29,0.00,1.05,0.00,0.09,0.00,0.00,0.20,0.00,0.18,0.00,0.05,0.00,0.10,0.00
1.72,0.35,0.00,0.30,0.00,0.00,1.57,0.00,0.78,0.00,0.07,0.22,0.00,0.00,0.38,0.53,0.00,0.85,0.00,0.18,0.00,0.24,0.00,1.06,0.00,0.39,0.00,0.00,0.00,0.06,0.00,0.17,0.28,0.00,0.58,0.00
1.59,0.16,0.00,0.53,0.00,0.00,1.80,0.00,0.77,0.00,0.00,0.08,0.06,0.04,0.07,0.41,0.00,0.87,0.36,0.00,0.00,0.34,0.00,0.88,0.00,0.65,0.00,0.00,0.00,0.61,0.00,0.48,0.50,0.00,0.45,0.00
1.50,0.00,0.00,0.48,0.00,0.00,1.86,0.01,0.53,0.00,0.00,0.79,0.00,0.78,0.00,0.00,0.48,0.78,0.10,0.00,0.00,0.36,0.00,0.86,0.00,0.87,0.00,0.00,0.04,0.60,0.00,0.00,0.29,0.00,0.17,0.09
1.48,0.00,0.00,0.26,0.38,0.00,1.79,0.00,0.37,0.00,0.00,0.80,0.37,0.95,0.46,0.00,0.74,0.74,0.00,0.00,0.00,0.39,0.15,0.87,0.00,0.81,0.00,0.00,0.03,0.45,0.00,0.00,0.00,0.00,0.18,0.00
1.47,0.31,0.30,0.37,0.11,0.00,1.77,0.00,0.08,0.00,0.00,0.73,0.84,0.87,0.92,0.00,0.69,0.81,0.00,0.10,0.00,0.34,0.62,0.83,0.42,0.00,0.03,0.00,0.15,0.32,0.00,0.20,0.16,0.00,0.00,0.00
1.33,0.55,0.40,0.02,0.00,0.12,1.66,0.00,0.07,0.00,0.00,0.75,0.84,0.67,1.15,0.00,0.42,0.79,0.00,0.00,0.00,0.00,0.51,0.85,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.57,0.26,0.00
0.00,0.39,0.30,0.09,0.00,0.33,1.47,0.00,0.00,0.14,0.21,0.57,0.71,0.00,1.40,0.00,0.03,0.77,0.18,0.00,0.00,0.14,0.00,0.88,1.14,0.20,0.00,0.00,0.16,0.07,0.00,0.15,0.00,0.59,0.42,0.00
0.00,0.00,0.70,0.14,0.00,0.09,1.45,0.00,0.00,0.35,0.55,0.33,0.49,0.00,1.33,0.00,0.25,0.89,0.07,0.00,0.00,0.51,0.29,0.89,1.22,0.37,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00
0.00,0.20,1.07,0.00,0.96,0.00,0.68,0.00,0.00,0.56,0.42,0.00,0.00,0.44,1.20,0.00,0.06,0.87,0.00,0.00,0.00,0.60,0.00,0.80,1.29,0.39,0.34,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.22,0.29
