,trig_ids,start_index,start_met,start_times,end_index,end_met,end_times,trig_dets
238,238,1307861,579251671.919611,2019-05-11 07:14:26,1307910,579251873.137672,2019-05-11 07:17:48,"['n0_r0', 'n0_r1', 'n1_r1', 'n2_r1', 'n3_r0', 'n3_r1', 'n4_r1', 'n5_r1', 'n6_r0', 'n6_r1', 'n7_r0', 'n7_r1', 'n8_r0', 'n8_r1', 'n9_r0', 'n9_r1', 'na_r1', 'nb_r1']"
239,239,1308173,579252948.9012821,2019-05-11 07:35:43,1308174,579252952.9973581,2019-05-11 07:35:47,"['n4_r0', 'n6_r0']"
240,240,1309347,579258861.154429,2019-05-11 09:14:16,1309380,579258996.324646,2019-05-11 09:16:31,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
241,241,1313259,579275776.945328,2019-05-11 13:56:11,1313375,579276252.0893012,2019-05-11 14:04:07,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0']"
242,242,1318749,579298276.636433,2019-05-11 20:11:11,1318819,579298563.3613961,2019-05-11 20:15:58,"['n0_r0', 'n1_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n9_r0', 'na_r0']"
243,243,1365192,579521699.433529,2019-05-14 10:14:54,1365342,579522313.843384,2019-05-14 10:25:08,"['n0_r0', 'n1_r0', 'n2_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
244,244,1365433,579522686.585116,2019-05-14 10:31:21,1365496,579522944.636958,2019-05-14 10:35:39,"['n0_r0', 'n0_r1', 'n2_r0', 'n2_r1', 'n3_r0', 'n3_r1', 'n4_r0', 'n4_r1', 'n5_r0', 'n5_r1', 'n6_r0', 'n6_r1', 'n7_r0', 'n7_r1', 'n8_r0', 'n8_r1', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
245,245,1366383,579526581.942695,2019-05-14 11:36:16,1366426,579526758.0737821,2019-05-14 11:39:13,"['n0_r0', 'n3_r0', 'n4_r0', 'n9_r0', 'na_r0']"
246,246,1366644,579527651.016796,2019-05-14 11:54:06,1366976,579529010.909483,2019-05-14 12:16:45,"['n0_r0', 'n0_r1', 'n1_r0', 'n1_r1', 'n2_r0', 'n2_r1', 'n3_r0', 'n3_r1', 'n4_r0', 'n4_r1', 'n5_r0', 'n5_r1', 'n6_r0', 'n6_r1', 'n7_r0', 'n7_r1', 'n8_r0', 'n8_r1', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
247,247,1368183,579533958.9577711,2019-05-14 13:39:13,1368190,579533987.630211,2019-05-14 13:39:42,"['n2_r0', 'n7_r0']"
248,248,1368253,579534245.682132,2019-05-14 13:44:00,1368460,579535093.566594,2019-05-14 13:58:08,"['n0_r0', 'n0_r1', 'n1_r0', 'n1_r1', 'n2_r0', 'n2_r1', 'n3_r0', 'n3_r1', 'n4_r0', 'n4_r1', 'n5_r0', 'n5_r1', 'n6_r0', 'n6_r1', 'n7_r0', 'n7_r1', 'n8_r0', 'n8_r1', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
249,249,1369570,579539644.297294,2019-05-14 15:13:59,1369612,579539816.3319219,2019-05-14 15:16:51,"['n9_r0', 'na_r0']"
250,250,1369717,579540246.418293,2019-05-14 15:24:01,1369945,579541184.416062,2019-05-14 15:39:39,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
251,251,1371183,579546263.019295,2019-05-14 17:04:18,1371336,579546889.7165741,2019-05-14 17:14:44,"['n0_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
252,252,1371855,579549015.575176,2019-05-14 17:50:10,1371945,579549384.221619,2019-05-14 17:56:19,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n9_r0', 'na_r0', 'nb_r0']"
253,253,1372042,579549781.540547,2019-05-14 18:02:56,1372136,579550166.571096,2019-05-14 18:09:21,"['n0_r0', 'n1_r0', 'n1_r1', 'n2_r0', 'n2_r1', 'n3_r0', 'n5_r0', 'n5_r1']"
254,254,1372748,579552673.3613551,2019-05-14 18:51:08,1372749,579552677.457416,2019-05-14 18:51:12,"['n6_r0', 'n7_r0']"
255,255,1373675,579557580.6391028,2019-05-14 20:12:55,1373736,579557830.4987581,2019-05-14 20:17:05,"['n9_r0', 'n9_r1', 'na_r0', 'nb_r0']"
256,256,1373821,579558178.6639222,2019-05-14 20:22:53,1373859,579558334.314278,2019-05-14 20:25:29,"['n9_r0', 'na_r0']"
257,257,1374524,579562525.2315309,2019-05-14 21:35:20,1374524,579562525.2315309,2019-05-14 21:35:20,"['n9_r0', 'na_r0']"
258,258,1374528,579562541.6157762,2019-05-14 21:35:36,1374531,579562553.90396,2019-05-14 21:35:48,"['n9_r0', 'na_r0']"
259,259,1374535,579562570.28822,2019-05-14 21:36:05,1374544,579562607.1527852,2019-05-14 21:36:42,"['n9_r0', 'na_r0']"
260,260,1374566,579562700.338194,2019-05-14 21:38:15,1374570,579562716.7224361,2019-05-14 21:38:31,"['n9_r0', 'na_r0']"
261,261,1374590,579562798.643664,2019-05-14 21:39:53,1374611,579562884.6609429,2019-05-14 21:41:19,"['n9_r0', 'n9_r1', 'na_r0']"
262,262,1374615,579562901.045187,2019-05-14 21:41:36,1374635,579562982.966393,2019-05-14 21:42:57,"['n9_r0', 'n9_r1', 'na_r0']"
263,263,1374667,579563114.040308,2019-05-14 21:45:09,1374672,579563134.520607,2019-05-14 21:45:29,"['n6_r0', 'n9_r0']"
264,264,1375593,579568532.8395339,2019-05-14 23:15:27,1375629,579568680.29773,2019-05-14 23:17:55,"['n6_r0', 'n7_r0']"
265,265,1386144,579618764.1183901,2019-05-15 13:12:39,1386167,579618858.3279611,2019-05-15 13:14:13,"['n6_r0', 'n9_r0']"
266,266,1386203,579619005.786391,2019-05-15 13:16:40,1386374,579619706.213559,2019-05-15 13:28:21,"['n6_r0', 'n7_r0', 'n9_r0', 'nb_r0']"
267,267,1386405,579619833.191503,2019-05-15 13:30:28,1386415,579619874.152126,2019-05-15 13:31:09,"['n6_r0', 'nb_r0']"
268,268,1387941,579626128.8446131,2019-05-15 15:15:23,1388035,579626513.874284,2019-05-15 15:21:48,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
269,269,1390099,579634972.251097,2019-05-15 17:42:47,1390119,579635054.172535,2019-05-15 17:44:09,"['n4_r0', 'n7_r0']"
270,270,1400389,579687897.194896,2019-05-16 08:24:52,1400398,579687934.059477,2019-05-16 08:25:29,"['n0_r1', 'n1_r1', 'n5_r1', 'na_r1', 'nb_r1']"
271,271,1404713,579705793.226171,2019-05-16 13:23:08,1404773,579706038.989778,2019-05-16 13:27:13,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
272,272,1406153,579711699.753243,2019-05-16 15:01:34,1406254,579712113.4552852,2019-05-16 15:08:28,"['n0_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n9_r0', 'na_r0', 'nb_r0']"
273,273,1426359,579805216.554378,2019-05-17 17:00:11,1426373,579805273.8993231,2019-05-17 17:01:08,"['n8_r1', 'nb_r1']"
274,274,1426502,579805802.292254,2019-05-17 17:09:57,1426547,579805986.6154262,2019-05-17 17:13:01,"['n4_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'na_r0']"
275,275,1428229,579814213.892417,2019-05-17 19:30:08,1428243,579814272.773289,2019-05-17 19:31:07,"['n0_r1', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1', 'nb_r1']"
276,276,1442717,579882840.0281291,2019-05-18 14:33:55,1442810,579883220.9616972,2019-05-18 14:40:15,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
277,277,1454779,579943504.904763,2019-05-19 07:24:59,1454828,579943706.1226251,2019-05-19 07:28:21,"['n0_r0', 'n0_r1', 'n1_r0', 'n1_r1', 'n2_r0', 'n2_r1', 'n3_r1', 'n4_r0', 'n4_r1', 'n5_r0', 'n5_r1', 'n8_r1', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1']"
278,278,1460910,579968637.4188371,2019-05-19 14:23:52,1460956,579968825.837578,2019-05-19 14:27:00,"['n0_r0', 'n1_r0', 'n3_r0', 'n4_r0', 'n9_r0']"
279,279,1461075,579969313.2687219,2019-05-19 14:35:08,1461095,579969395.1899381,2019-05-19 14:36:30,"['n2_r1', 'n4_r1', 'n5_r1', 'n7_r1', 'n8_r0', 'n8_r1', 'na_r1', 'nb_r0']"
280,280,1462405,579974761.036725,2019-05-19 16:05:56,1462421,579974826.573683,2019-05-19 16:07:01,"['n6_r0', 'n9_r0']"
281,281,1462424,579974838.861858,2019-05-19 16:07:13,1462425,579974842.957924,2019-05-19 16:07:17,"['n6_r0', 'n9_r0']"
282,282,1463542,579980445.695133,2019-05-19 17:40:40,1463592,579980650.498139,2019-05-19 17:44:05,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
283,283,1471713,580023652.0506691,2019-05-20 05:40:47,1471727,580023709.3956572,2019-05-20 05:41:44,"['n4_r0', 'n5_r0', 'n8_r0']"
284,284,1473271,580030560.6411519,2019-05-20 07:35:55,1473320,580030761.3483009,2019-05-20 07:39:16,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
285,285,1474726,580036524.512161,2019-05-20 09:15:19,1474769,580036700.642861,2019-05-20 09:18:15,"['n2_r0', 'n3_r0', 'n4_r0', 'n6_r0', 'n7_r0', 'n9_r0', 'na_r0']"
286,286,1476191,580042529.343876,2019-05-20 10:55:24,1476254,580042787.395721,2019-05-20 10:59:42,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
287,287,1477741,580048882.340689,2019-05-20 12:41:17,1477779,580049037.9909451,2019-05-20 12:43:52,"['n1_r1', 'n2_r0', 'n2_r1', 'n3_r1', 'n4_r1', 'n5_r0', 'n5_r1', 'n7_r1', 'n8_r0', 'n8_r1', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
288,288,1479205,580054883.07619,2019-05-20 14:21:18,1479258,580055103.239444,2019-05-20 14:24:58,"['n0_r0', 'n0_r1', 'n1_r0', 'n1_r1', 'n2_r0', 'n2_r1', 'n3_r0', 'n3_r1', 'n4_r1', 'n5_r0', 'n5_r1', 'n6_r0', 'n6_r1', 'n7_r0', 'n7_r1', 'n8_r0', 'n8_r1', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
289,289,1480476,580060093.057297,2019-05-20 15:48:08,1480561,580060445.318383,2019-05-20 15:54:00,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
290,290,1480566,580060465.798673,2019-05-20 15:54:20,1480577,580060510.855327,2019-05-20 15:55:05,"['n7_r0', 'na_r0']"
291,291,1481768,580066537.0848349,2019-05-20 17:35:32,1481819,580066745.983953,2019-05-20 17:39:00,"['n1_r0', 'n2_r0', 'n6_r0', 'n7_r0', 'n8_r0']"
292,292,1483318,580075999.8845661,2019-05-20 20:13:14,1483319,580076003.980638,2019-05-20 20:13:18,"['n3_r0', 'n4_r0']"
293,293,1483350,580076130.9586691,2019-05-20 20:15:25,1483352,580076139.150804,2019-05-20 20:15:34,"['n4_r0', 'n8_r0']"
294,294,1483621,580077240.99144,2019-05-20 20:33:55,1483718,580077638.3091509,2019-05-20 20:40:33,"['n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'nb_r0']"
295,295,1484341,580081839.7851,2019-05-20 21:50:34,1484342,580081843.881163,2019-05-20 21:50:38,"['n7_r0', 'n8_r0']"
296,296,1484351,580081880.745751,2019-05-20 21:51:15,1484403,580082093.7410951,2019-05-20 21:54:48,"['n6_r0', 'n7_r0', 'n8_r0']"
297,297,1484434,580082220.7190549,2019-05-20 21:56:55,1484440,580082245.2954379,2019-05-20 21:57:20,"['n6_r0', 'n7_r0']"
298,298,1485602,580088509.2339491,2019-05-20 23:41:44,1485630,580088623.9235951,2019-05-20 23:43:38,"['n6_r0', 'n9_r0']"
299,299,1490026,580109999.7728009,2019-05-21 05:39:54,1490030,580110016.1570772,2019-05-21 05:40:11,"['n0_r1', 'n2_r1', 'n5_r1', 'n6_r1', 'n8_r1', 'n9_r1', 'na_r1', 'nb_r1']"
300,300,1495880,580134315.9867091,2019-05-21 12:25:10,1495912,580134447.0606091,2019-05-21 12:27:22,"['n1_r0', 'n4_r0', 'na_r0']"
301,301,1497264,580139989.0368639,2019-05-21 13:59:44,1497403,580140558.389037,2019-05-21 14:09:13,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
302,302,1498569,580145338.4977571,2019-05-21 15:28:53,1498574,580145358.9780631,2019-05-21 15:29:13,"['n1_r0', 'n9_r0']"
303,303,1498585,580145404.0347311,2019-05-21 15:29:59,1498807,580146313.359871,2019-05-21 15:45:08,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
304,304,1498927,580146804.8871421,2019-05-21 15:53:19,1498947,580146886.8083861,2019-05-21 15:54:41,"['n8_r0', 'nb_r0']"
305,305,1499854,580151828.3442969,2019-05-21 17:17:03,1499987,580152377.216277,2019-05-21 17:26:12,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
306,306,1500469,580155865.304204,2019-05-21 18:24:20,1500496,580155975.8979821,2019-05-21 18:26:10,"['n9_r0', 'na_r0']"
307,307,1508250,580195735.5533831,2019-05-22 05:28:50,1508258,580195768.3219169,2019-05-22 05:29:23,"['n7_r1', 'nb_r1']"
308,308,1509738,580201834.592465,2019-05-22 07:10:29,1509767,580201953.378321,2019-05-22 07:12:28,"['n9_r0', 'na_r0']"
309,309,1515217,580224293.313524,2019-05-22 13:24:48,1515256,580224453.0601139,2019-05-22 13:27:28,"['n9_r0', 'na_r0']"
310,310,1515264,580224485.8286282,2019-05-22 13:28:00,1515305,580224653.767305,2019-05-22 13:30:48,"['n1_r0', 'n2_r0', 'n9_r0', 'na_r0']"
311,311,1515324,580224731.592535,2019-05-22 13:32:06,1515366,580224903.6272191,2019-05-22 13:34:58,"['n0_r0', 'n1_r0', 'n2_r0', 'n9_r0', 'na_r0']"
312,312,1515601,580225866.2014451,2019-05-22 13:51:01,1515604,580225878.489616,2019-05-22 13:51:13,"['n8_r0', 'nb_r0']"
313,313,1515612,580225911.2580861,2019-05-22 13:51:46,1515634,580226001.3713701,2019-05-22 13:53:16,"['n9_r0', 'nb_r0']"
314,314,1518089,580237358.6325951,2019-05-22 17:02:33,1518217,580237882.928221,2019-05-22 17:11:17,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
315,315,1528525,580289473.2970121,2019-05-23 07:31:08,1528531,580289497.8733741,2019-05-23 07:31:32,"['n9_r0', 'na_r0']"
316,316,1538237,580334421.027689,2019-05-23 20:00:16,1538379,580335002.668316,2019-05-23 20:09:57,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
317,317,1551990,580396722.9616469,2019-05-24 13:18:37,1552029,580396882.7079949,2019-05-24 13:21:17,"['n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n7_r0', 'n8_r0']"
318,318,1553831,580406583.580878,2019-05-24 16:02:58,1553874,580406759.7118219,2019-05-24 16:05:54,"['n6_r0', 'n7_r0', 'n9_r0']"
319,319,1570188,580482557.964339,2019-05-25 13:09:12,1570196,580482590.732847,2019-05-25 13:09:45,"['n3_r0', 'n6_r0', 'na_r0']"
320,320,1570247,580482799.632095,2019-05-25 13:13:14,1570278,580482926.610065,2019-05-25 13:15:21,"['n0_r0', 'n1_r0', 'n3_r0', 'n4_r0', 'na_r0']"
321,321,1588441,580568572.669725,2019-05-26 13:02:47,1588491,580568777.473392,2019-05-26 13:06:12,"['n8_r0', 'nb_r0']"
322,322,1589531,580574215.250738,2019-05-26 14:36:50,1589560,580574334.0368611,2019-05-26 14:38:49,"['n0_r0', 'n4_r0', 'n9_r0', 'na_r0']"
323,323,1592271,580590212.701238,2019-05-26 19:03:27,1592272,580590216.7973151,2019-05-26 19:03:31,"['n7_r0', 'n8_r0']"
324,324,1592336,580590478.946316,2019-05-26 19:07:53,1592338,580590487.138486,2019-05-26 19:08:02,"['n7_r0', 'n8_r0']"
325,325,1592349,580590532.195334,2019-05-26 19:08:47,1592364,580590593.6364801,2019-05-26 19:09:48,"['n7_r0', 'n8_r0']"
326,326,1592367,580590605.924705,2019-05-26 19:10:00,1592367,580590605.924705,2019-05-26 19:10:00,"['n7_r0', 'n8_r0']"
327,327,1592402,580590749.287385,2019-05-26 19:12:24,1592457,580590974.57151,2019-05-26 19:16:09,"['n7_r0', 'n8_r0', 'nb_r0']"
328,328,1592494,580591126.126254,2019-05-26 19:18:41,1592514,580591208.047714,2019-05-26 19:20:03,"['n7_r0', 'n8_r0']"
329,329,1592534,580591289.969179,2019-05-26 19:21:24,1592609,580591597.17467,2019-05-26 19:26:32,"['n6_r0', 'n7_r0', 'n9_r0', 'n9_r1']"
330,330,1592622,580591650.42362,2019-05-26 19:27:25,1592636,580591707.7686441,2019-05-26 19:28:22,"['n7_r0', 'n9_r0']"
331,331,1592736,580592117.3760611,2019-05-26 19:35:12,1592740,580592133.7603531,2019-05-26 19:35:28,"['n9_r0', 'nb_r0']"
332,332,1592744,580592150.1446631,2019-05-26 19:35:45,1592764,580592232.0661651,2019-05-26 19:37:07,"['n9_r0', 'na_r0']"
333,333,1592806,580592404.1013291,2019-05-26 19:39:59,1592809,580592416.3895509,2019-05-26 19:40:11,"['n9_r0', 'na_r0']"
334,334,1593224,580595591.819792,2019-05-26 20:33:06,1593259,580595735.1826129,2019-05-26 20:35:30,"['n7_r0', 'n8_r0']"
335,335,1593280,580595821.200284,2019-05-26 20:36:56,1593308,580595935.890483,2019-05-26 20:38:50,"['n6_r0', 'n7_r0', 'n8_r0']"
336,336,1593311,580595948.1787331,2019-05-26 20:39:03,1593312,580595952.2748102,2019-05-26 20:39:07,"['n6_r0', 'n7_r0']"
337,337,1593322,580595993.235595,2019-05-26 20:39:48,1593443,580596488.8609011,2019-05-26 20:48:03,"['n6_r0', 'n7_r0', 'n8_r0']"
338,338,1593451,580596521.629509,2019-05-26 20:48:36,1593495,580596701.8567991,2019-05-26 20:51:36,"['n6_r0', 'n7_r0', 'n8_r0']"
339,339,1593564,580596984.48589,2019-05-26 20:56:19,1593589,580597086.8877139,2019-05-26 20:58:01,"['n6_r0', 'n7_r0', 'n9_r0']"
340,340,1593602,580597140.13668,2019-05-26 20:58:55,1593650,580597336.74819,2019-05-26 21:02:11,"['n6_r0', 'n7_r0', 'n9_r0', 'na_r0']"
341,341,1593661,580597381.804998,2019-05-26 21:02:56,1593688,580597492.398998,2019-05-26 21:04:47,"['n6_r0', 'n7_r0', 'n9_r0', 'na_r0']"
342,342,1593690,580597500.5911419,2019-05-26 21:04:55,1593690,580597500.5911419,2019-05-26 21:04:55,"['na_r0', 'nb_r0']"
343,343,1593702,580597549.7440262,2019-05-26 21:05:44,1593724,580597639.857656,2019-05-26 21:07:14,"['n9_r0', 'na_r0', 'nb_r0']"
344,344,1593765,580597807.796713,2019-05-26 21:10:02,1593766,580597811.892786,2019-05-26 21:10:06,"['n9_r0', 'na_r0']"
345,345,1593770,580597828.277097,2019-05-26 21:10:23,1593772,580597836.4692429,2019-05-26 21:10:31,"['n9_r0', 'na_r0']"
346,346,1593775,580597848.757462,2019-05-26 21:10:43,1593776,580597852.8535348,2019-05-26 21:10:47,"['n9_r0', 'na_r0']"
347,347,1593781,580597873.33392,2019-05-26 21:11:08,1593786,580597893.814286,2019-05-26 21:11:28,"['n9_r0', 'na_r0']"
348,348,1597831,580617793.6450981,2019-05-27 02:43:08,1597836,580617814.1255269,2019-05-27 02:43:29,"['n5_r1', 'n6_r1', 'n8_r1', 'n9_r1', 'nb_r1']"
349,349,1607635,580659465.0305631,2019-05-27 14:17:40,1607682,580659657.5461472,2019-05-27 14:20:52,"['n3_r0', 'n4_r0', 'n6_r0', 'n9_r0', 'na_r0']"
350,350,1608723,580665442.3954929,2019-05-27 15:57:17,1608864,580666019.942127,2019-05-27 16:06:54,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
351,351,1609728,580671206.876376,2019-05-27 17:33:21,1609779,580671415.776211,2019-05-27 17:36:50,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n9_r0', 'na_r0']"
352,352,1609784,580671436.2565969,2019-05-27 17:37:11,1609821,580671587.8113749,2019-05-27 17:39:42,"['n0_r0', 'n1_r0', 'n2_r0', 'na_r0']"
353,353,1610722,580676910.756943,2019-05-27 19:08:25,1610787,580677177.0018481,2019-05-27 19:12:52,"['n0_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
354,354,1614071,580694400.962772,2019-05-27 23:59:55,1614134,580694659.0155381,2019-05-28 00:04:14,"['n7_r0', 'n8_r0', 'nb_r0']"
355,355,1624840,580739406.6760249,2019-05-28 12:30:01,1624883,580739582.8073771,2019-05-28 12:32:57,"['n3_r0', 'n4_r0', 'n6_r0', 'n9_r0', 'na_r0']"
356,356,1625814,580744708.269798,2019-05-28 13:58:23,1626142,580746051.783398,2019-05-28 14:20:46,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
357,357,1626952,580750917.9132661,2019-05-28 15:41:52,1627181,580751860.011009,2019-05-28 15:57:35,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
358,358,1628151,580757492.4431419,2019-05-28 17:31:27,1628228,580757811.937218,2019-05-28 17:36:46,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
359,359,1629337,580763970.2195129,2019-05-28 19:19:25,1629357,580764052.1411171,2019-05-28 19:20:47,"['n7_r0', 'n8_r0']"
360,360,1631687,580776196.936604,2019-05-28 22:43:11,1631705,580776270.666096,2019-05-28 22:44:25,"['n6_r0', 'n7_r0', 'n8_r0']"
361,361,1632592,580780971.896491,2019-05-29 00:02:46,1632592,580780971.896491,2019-05-29 00:02:46,"['n9_r0', 'na_r0']"
362,362,1632595,580780984.1847451,2019-05-29 00:02:59,1632598,580780996.472981,2019-05-29 00:03:11,"['n9_r0', 'na_r0']"
363,363,1638221,580804819.046561,2019-05-29 06:40:14,1638267,580805007.4663831,2019-05-29 06:43:22,"['n9_r0', 'na_r0', 'nb_r0']"
364,364,1640190,580812892.4267012,2019-05-29 08:54:47,1640303,580813355.2840562,2019-05-29 09:02:30,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0']"
365,365,1640317,580813412.6291881,2019-05-29 09:03:27,1640354,580813564.1841849,2019-05-29 09:05:59,"['n0_r0', 'n3_r0', 'n4_r0', 'n9_r0', 'na_r0']"
366,366,1641047,580816402.767977,2019-05-29 09:53:17,1641176,580816931.1628921,2019-05-29 10:02:06,"['n9_r0', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
367,367,1641654,580818893.1880541,2019-05-29 10:34:48,1641826,580819597.71394,2019-05-29 10:46:32,"['n0_r0', 'n0_r1', 'n1_r0', 'n2_r0', 'n3_r0', 'n3_r1', 'n4_r0', 'n4_r1', 'n5_r0', 'n6_r0', 'n6_r1', 'n7_r0', 'n8_r0', 'n9_r0', 'n9_r1', 'na_r0', 'na_r1', 'nb_r0', 'nb_r1']"
368,368,1642864,580824593.918553,2019-05-29 12:09:48,1642903,580824753.665783,2019-05-29 12:12:28,"['n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0']"
369,369,1643004,580825167.3699751,2019-05-29 12:19:22,1643055,580825376.2700231,2019-05-29 12:22:51,"['n3_r0', 'n4_r0', 'n6_r0', 'n9_r0', 'na_r0']"
370,370,1643923,580830308.074509,2019-05-29 13:45:03,1644022,580830713.58659,2019-05-29 13:51:48,"['n0_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
371,371,1644025,580830725.8748269,2019-05-29 13:52:00,1644028,580830738.1630808,2019-05-29 13:52:13,"['n0_r0', 'n4_r0', 'n9_r0']"
372,372,1645055,580836519.3041531,2019-05-29 15:28:34,1645136,580836851.086542,2019-05-29 15:34:06,"['n0_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n9_r0', 'na_r0', 'nb_r0']"
373,373,1653270,580877682.7678472,2019-05-30 02:54:37,1653282,580877731.920805,2019-05-30 02:55:26,"['na_r0', 'nb_r0']"
374,374,1656939,580892715.393917,2019-05-30 07:05:10,1657047,580893157.7710531,2019-05-30 07:12:32,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0']"
